Hips	Spine	Spine1	Spine2	Spine3	Neck	Head	RightShoulder	RightArm	RightForeArm	RightHand	LeftShoulder	LeftArm	LeftForeArm	LeftHand	RightUpLeg	RightLeg	RightFoot	LeftUpLeg	LeftLeg	LeftFoot	
-33.6848 33.3149 7.88625	-31.7791 35.3526 6.16723	-30.7971 38.7492 5.32144	-30.1335 42.2815 4.77382	-30.1116 45.9148 4.8984	-31.2035 55.3773 6.38237	-32.3543 60.2174 6.86982	-32.357 52.0163 5.98941	-36.4459 53.3745 2.24981	-39.7064 42.6211 0.496824	-43.1411 35.7855 4.52506	-30.5245 52.0105 7.37485	-27.1297 53.4298 11.7348	-25.1664 42.3178 13.1516	-30.577 35.845 15.0434	-36.3278 32.5593 5.63962	-37.6926 17.7164 5.05336	-36.695 3.22363 2.32531	-31.5494 32.1776 10.4845	-30.1368 17.5083 12.7937	-25.8508 3.42529 11.4606	
-33.5352 33.3105 8.10389	-31.6344 35.3511 6.38286	-30.649 38.7474 5.53918	-29.9804 42.2789 4.99327	-29.9562 45.9121 5.12308	-31.0481 55.3724 6.62028	-32.2071 60.2098 7.1152	-32.2019 52.0124 6.22011	-36.2867 53.3576 2.47145	-39.5725 42.611 0.723943	-43.0288 35.8466 4.85267	-30.3715 52.0039 7.60852	-26.9891 53.4074 11.9832	-25.0281 42.3046 13.4742	-30.5131 35.883 15.3257	-36.1663 32.5313 5.85132	-37.6471 17.7037 5.16942	-36.6981 3.23152 2.31741	-31.4029 32.1957 10.7143	-29.9824 17.5014 12.8537	-25.8708 3.37764 11.4075	
-33.3729 33.3168 8.32495	-31.484 35.3603 6.5944	-30.5021 38.7574 5.75008	-29.8349 42.2891 5.20346	-29.8059 45.9221 5.33699	-30.8884 55.3816 6.84655	-32.059 60.2153 7.35022	-32.0456 52.0233 6.44108	-36.1261 53.3651 2.68643	-39.4205 42.6197 0.948086	-42.8989 35.9217 5.16556	-30.2161 52.011 7.83056	-26.8479 53.409 12.2179	-24.8735 42.3221 13.8062	-30.4398 35.9518 15.5909	-35.9944 32.5045 6.07283	-37.5911 17.6942 5.28551	-36.7033 3.24176 2.31593	-31.2372 32.2338 10.9459	-29.8614 17.5134 12.9292	-25.8768 3.36095 11.4092	
-33.2031 33.3278 8.5333	-31.3309 35.3773 6.79177	-30.3575 38.7766 5.94658	-29.695 42.3092 5.39992	-29.6598 45.942 5.53741	-30.7267 55.4011 7.06055	-31.9092 60.2308 7.57409	-31.8895 52.0453 6.65028	-35.9657 53.3953 2.89397	-39.253 42.6462 1.16511	-42.7539 36.0156 5.46964	-30.06 52.0279 8.03972	-26.7129 53.4307 12.4417	-24.7049 42.3663 14.1406	-30.3717 36.0621 15.8414	-35.8171 32.4809 6.28515	-37.527 17.6882 5.40938	-36.6969 3.2562 2.32589	-31.0591 32.2774 11.1608	-29.7618 17.5296 12.9872	-25.8653 3.35736 11.4239	
-33.0363 33.3352 8.72974	-31.1794 35.3933 6.98191	-30.2162 38.7957 6.13743	-29.5593 42.3295 5.59177	-29.5183 45.9622 5.73117	-30.5697 55.4217 7.26251	-31.7632 60.2477 7.78545	-31.7379 52.0682 6.84954	-35.8063 53.4401 3.09261	-39.0745 42.6846 1.36713	-42.5945 36.1251 5.76389	-29.9083 52.0466 8.23871	-26.5852 53.463 12.6546	-24.5269 42.4258 14.4665	-30.3163 36.2119 16.0847	-35.6424 32.4599 6.48337	-37.4726 17.6857 5.541	-36.6847 3.27612 2.34376	-30.8854 32.3109 11.3619	-29.6612 17.5396 13.0427	-25.8348 3.35264 11.4404	
-32.8737 33.3373 8.92139	-31.0233 35.4044 7.17731	-30.0692 38.8102 6.33612	-29.4208 42.3456 5.79073	-29.3786 45.9784 5.9267	-30.4255 55.4395 7.45098	-31.6289 60.2627 7.97791	-31.5955 52.0865 7.03866	-35.6495 53.4859 3.27633	-38.8866 42.722 1.54517	-42.424 36.2476 6.05278	-29.7675 52.0646 8.43004	-26.4622 53.4997 12.8532	-24.3415 42.4948 14.7856	-30.2713 36.3939 16.324	-35.4637 32.4392 6.66548	-37.4109 17.6833 5.67218	-36.6787 3.29704 2.35878	-30.7273 32.3335 11.5652	-29.5313 17.5454 13.1135	-25.7955 3.34098 11.453	
-32.725 33.3444 9.10439	-30.8712 35.4164 7.3696	-29.9213 38.8238 6.53066	-29.2822 42.3609 5.9849	-29.2435 45.9939 6.11638	-30.297 55.4563 7.62802	-31.5077 60.2774 8.15674	-31.465 52.1025 7.21612	-35.5032 53.5238 3.44503	-38.7002 42.7508 1.69557	-42.2532 36.385 6.3435	-29.6407 52.0826 8.61233	-26.3439 53.5325 13.037	-24.1484 42.5695 15.1182	-30.2166 36.5793 16.5478	-35.2864 32.4191 6.82688	-37.3502 17.6813 5.79969	-36.6678 3.31682 2.38288	-30.5984 32.3667 11.7738	-29.3821 17.5648 13.1669	-25.7872 3.33327 11.4296	
-32.606 33.3475 9.25824	-30.7389 35.4251 7.54474	-29.7871 38.8337 6.71247	-29.1515 42.3719 6.16964	-29.117 46.0049 6.29862	-30.1819 55.4681 7.7975	-31.3876 60.2901 8.32966	-31.3464 52.1136 7.38243	-35.3679 53.5469 3.59801	-38.5282 42.7699 1.80715	-42.0857 36.5441 6.63754	-29.5291 52.0955 8.78775	-26.2351 53.551 13.2126	-23.9658 42.6282 15.4223	-30.1781 36.7663 16.762	-35.1274 32.3995 6.94563	-37.3058 17.679 5.90759	-36.6496 3.3323 2.41205	-30.5139 32.391 11.9623	-29.2376 17.5791 13.1853	-25.7621 3.32091 11.4236	
-32.4941 33.3504 9.40946	-30.6114 35.4339 7.72037	-29.6563 38.8435 6.89582	-29.0221 42.3819 6.35307	-28.9947 46.0152 6.47769	-30.0823 55.4788 7.95756	-31.2867 60.3015 8.48606	-31.2397 52.1225 7.5366	-35.238 53.5508 3.72586	-38.3653 42.7717 1.89007	-41.9199 36.7247 6.94458	-29.4339 52.108 8.95677	-26.1545 53.567 13.3913	-23.7931 42.6884 15.7194	-30.1452 36.9568 16.9634	-34.9718 32.3809 7.05892	-37.2672 17.6796 6.00117	-36.6339 3.34899 2.43591	-30.4408 32.4141 12.1501	-29.1032 17.5919 13.1653	-25.7436 3.30352 11.4237	
-32.3777 33.3575 9.55128	-30.4839 35.4469 7.88189	-29.5258 38.8569 7.06295	-28.8932 42.3956 6.52027	-28.8749 46.0291 6.64132	-29.9949 55.492 8.10144	-31.2062 60.3138 8.62219	-31.1418 52.1333 7.6711	-35.1086 53.55 3.82321	-38.2168 42.7723 1.94716	-41.7574 36.934 7.25085	-29.3512 52.1232 9.11037	-26.1054 53.5834 13.5692	-23.6294 42.7559 16.0133	-30.1087 37.1451 17.1476	-34.8167 32.3662 7.16962	-37.2305 17.6861 6.08172	-36.6156 3.36824 2.46229	-30.3574 32.4418 12.3232	-28.9889 17.6102 13.1394	-25.7345 3.29369 11.4292	
-32.2697 33.3719 9.69387	-30.3627 35.4663 8.04588	-29.4008 38.876 7.22983	-28.7683 42.414 6.68268	-28.7618 46.0477 6.79673	-29.9261 55.5102 8.22483	-31.1493 60.3305 8.73161	-31.0583 52.1475 7.78662	-34.9807 53.5502 3.88855	-38.0794 42.7752 1.98175	-41.6018 37.1843 7.55704	-29.2857 52.145 9.24808	-26.0943 53.6143 13.7431	-23.48 42.8449 16.2975	-30.0702 37.341 17.3098	-34.6705 32.3632 7.28088	-37.197 17.7047 6.15737	-36.5744 3.3973 2.49839	-30.284 32.4726 12.496	-28.8774 17.6355 13.1256	-25.7285 3.29288 11.4363	
-32.1733 33.3799 9.80169	-30.2528 35.4836 8.18146	-29.288 38.8949 7.37545	-28.656 42.4334 6.8311	-28.6621 46.0674 6.93713	-29.8745 55.5295 8.32659	-31.1027 60.3497 8.82272	-30.9903 52.1623 7.88166	-34.8609 53.5539 3.92816	-37.9847 42.8018 1.9347	-41.4392 37.5328 7.85527	-29.2373 52.1689 9.36644	-26.1044 53.6533 13.8974	-23.3626 42.9425 16.5622	-30.0379 37.5249 17.4784	-34.5362 32.3625 7.35522	-37.1773 17.7249 6.22245	-36.4886 3.42248 2.55583	-30.2224 32.4872 12.6303	-28.7829 17.6486 13.1387	-25.7015 3.29047 11.4571	
-32.0885 33.3868 9.90089	-30.1513 35.4982 8.31087	-29.1826 38.9111 7.51643	-28.5521 42.4505 6.97579	-28.5742 46.0847 7.06796	-29.8443 55.5474 8.40116	-31.0826 60.3667 8.88069	-30.9401 52.1739 7.95437	-34.7561 53.5577 3.9454	-37.8843 42.8221 1.87172	-41.2834 37.946 8.15019	-29.2083 52.1936 9.46375	-26.1416 53.7046 14.0311	-23.2694 43.0615 16.8265	-30.0161 37.718 17.6499	-34.41 32.3616 7.41826	-37.174 17.7466 6.28772	-36.3631 3.45335 2.61017	-30.1779 32.5003 12.7587	-28.7199 17.6603 13.1663	-25.6884 3.29344 11.4692	
-32.0095 33.3958 9.99584	-30.0533 35.5122 8.4361	-29.0816 38.9271 7.65378	-28.4551 42.4675 7.11551	-28.4974 46.1021 7.18759	-29.8368 55.5651 8.44891	-31.0886 60.3829 8.90705	-30.9082 52.1834 8.00403	-34.6696 53.5591 3.94109	-37.7998 42.8415 1.77933	-41.1397 38.437 8.42722	-29.1998 52.2205 9.53961	-26.2007 53.7641 14.1408	-23.1962 43.198 17.0854	-30.0149 37.932 17.8092	-34.2881 32.363 7.47691	-37.183 17.7737 6.3423	-36.2083 3.49979 2.62958	-30.1421 32.5158 12.8841	-28.6883 17.6732 13.1991	-25.6921 3.30211 11.4746	
-31.9294 33.4028 10.0786	-29.9548 35.5235 8.548	-28.9857 38.9417 7.77734	-28.3709 42.4847 7.24264	-28.436 46.1194 7.2917	-29.8496 55.5819 8.4729	-31.1221 60.3967 8.90554	-30.8943 52.1913 8.0328	-34.5981 53.5572 3.91395	-37.7293 42.8582 1.66308	-41.0088 39.0116 8.67724	-29.2101 52.248 9.59423	-26.2712 53.8297 14.2212	-23.1494 43.3506 17.3487	-30.0466 38.1729 17.956	-34.1692 32.3663 7.52654	-37.196 17.803 6.40268	-36.0309 3.55899 2.63039	-30.1024 32.5256 12.9935	-28.6824 17.6784 13.2387	-25.7003 3.30845 11.4808	
-31.8467 33.4028 10.1383	-29.8581 35.5313 8.63697	-28.898 38.9548 7.87867	-28.2995 42.5013 7.34823	-28.3888 46.1356 7.37491	-29.8789 55.5961 8.47533	-31.178 60.4061 8.88124	-30.8957 52.1963 8.04099	-34.5385 53.5479 3.8635	-37.6759 42.8712 1.51726	-40.8809 39.6892 8.88965	-29.2355 52.2733 9.62703	-26.3653 53.9101 14.278	-23.1166 43.5309 17.6031	-30.122 38.4863 18.0784	-34.0471 32.3608 7.55439	-37.2106 17.8258 6.44005	-35.8545 3.61436 2.60925	-30.0578 32.5295 13.0778	-28.7006 17.6761 13.3049	-25.7113 3.31512 11.4871	
-31.7831 33.4 10.1954	-29.779 35.5337 8.7223	-28.8252 38.96 7.96877	-28.2391 42.5081 7.4357	-28.3524 46.1419 7.439	-29.9233 55.5986 8.457	-31.2544 60.4021 8.83514	-30.9103 52.1892 8.02892	-34.4902 53.5264 3.79285	-37.6454 42.8744 1.35969	-40.7838 40.4581 9.04484	-29.2747 52.2875 9.63925	-26.4897 53.993 14.3172	-23.0779 43.7302 17.8348	-30.2584 38.9275 18.1875	-33.9449 32.3534 7.581	-37.2202 17.8438 6.45829	-35.6722 3.66655 2.57396	-30.033 32.5303 13.1593	-28.7215 17.673 13.396	-25.7167 3.32644 11.4919	
-31.7247 33.3922 10.2413	-29.7075 35.5287 8.79052	-28.759 38.9569 8.03864	-28.185 42.5068 7.50404	-28.3251 46.1396 7.48652	-29.9859 55.5889 8.42696	-31.3518 60.385 8.77341	-30.9393 52.1694 8.00362	-34.4572 53.4817 3.70814	-37.6343 42.85 1.21592	-40.7326 41.3309 9.14327	-29.329 52.2898 9.63764	-26.657 54.0627 14.3563	-23.0137 43.9396 18.0425	-30.4646 39.5609 18.2882	-33.8549 32.3412 7.6028	-37.2116 17.8521 6.45626	-35.4959 3.70387 2.53679	-30.0071 32.5262 13.2252	-28.7329 17.6659 13.4779	-25.7142 3.33267 11.4968	
-31.6728 33.3785 10.2751	-29.6439 35.5157 8.84185	-28.7009 38.946 8.09267	-28.138 42.4978 7.55867	-28.3072 46.1292 7.52347	-30.0652 55.5677 8.39328	-31.4696 60.3552 8.70335	-30.982 52.138 7.97176	-34.4422 53.4149 3.61924	-37.6221 42.7998 1.06063	-40.7869 42.2442 9.08715	-29.3979 52.2802 9.62961	-26.8409 54.1178 14.387	-22.9191 44.1502 18.2087	-30.7288 40.4434 18.3454	-33.7766 32.3232 7.61716	-37.1729 17.8464 6.43298	-35.3655 3.70473 2.53089	-29.983 32.5166 13.276	-28.7607 17.6526 13.5633	-25.7095 3.33798 11.4991	
-31.6259 33.3502 10.2954	-29.5861 35.4874 8.87758	-28.6498 38.9208 8.13435	-28.1007 42.4754 7.60458	-28.3011 46.105 7.55358	-30.1571 55.5306 8.3571	-31.6023 60.3083 8.62813	-31.0365 52.0909 7.9369	-34.4519 53.3204 3.53557	-37.6261 42.7101 0.95008	-40.9648 43.1448 8.91335	-29.4783 52.2545 9.61714	-27.0173 54.1623 14.3975	-22.8313 44.3563 18.3545	-31.0285 41.6078 18.3328	-33.705 32.2896 7.62027	-37.0838 17.8143 6.3694	-35.273 3.65443 2.53566	-29.9621 32.4937 13.3124	-28.8166 17.6246 13.6503	-25.705 3.33571 11.4998	
-31.5918 33.3161 10.3033	-29.5385 35.4522 8.9033	-28.6093 38.8888 8.1665	-28.0753 42.4464 7.64135	-28.3055 46.074 7.57614	-30.2499 55.4868 8.31921	-31.7344 60.2544 8.55318	-31.0952 52.0383 7.90093	-34.4722 53.2172 3.45631	-37.6639 42.6034 0.907193	-41.3242 43.8645 8.63777	-29.5604 52.2212 9.60056	-27.1766 54.2254 14.3807	-22.7958 44.5654 18.4835	-31.2959 42.9979 18.2812	-33.6454 32.2537 7.60925	-36.9626 17.7717 6.27366	-35.2215 3.56981 2.5651	-29.9569 32.4618 13.3366	-28.9053 17.5877 13.7498	-25.7012 3.33535 11.4952	
-31.572 33.287 10.2978	-29.4996 35.4195 8.92069	-28.5778 38.8591 8.18844	-28.0602 42.4197 7.66715	-28.314 46.0454 7.58489	-30.3268 55.4485 8.26609	-31.8572 60.2027 8.4744	-31.1455 51.9926 7.8556	-34.4833 53.1224 3.36883	-37.7604 42.5101 0.923596	-41.9009 44.2255 8.31707	-29.6283 52.1933 9.56896	-27.2942 54.3263 14.3177	-22.8588 44.7744 18.6103	-31.4895 44.4396 18.2259	-33.5998 32.2308 7.58177	-36.8168 17.7355 6.14955	-35.2025 3.47822 2.59945	-29.9706 32.427 13.3473	-29.0192 17.5493 13.862	-25.6989 3.34215 11.4933	
-31.5695 33.26 10.2815	-29.4755 35.3884 8.93108	-28.5595 38.8311 8.20561	-28.0601 42.3953 7.69175	-28.3262 46.0195 7.58584	-30.3763 55.4198 8.18955	-31.9597 60.1572 8.38531	-31.1801 51.9585 7.79591	-34.4733 53.0319 3.26262	-37.9301 42.4409 0.977623	-42.6766 44.1808 7.99145	-29.6764 52.1758 9.51918	-27.3741 54.4469 14.2192	-23.0037 44.9763 18.7519	-31.5992 45.7211 18.1943	-33.5669 32.2107 7.54044	-36.6408 17.6932 6.02011	-35.1651 3.38555 2.61565	-30.0072 32.3941 13.3496	-29.1468 17.5152 13.977	-25.7004 3.35766 11.4943	
-31.5812 33.2444 10.2501	-29.4612 35.3691 8.93471	-28.5449 38.8133 8.21705	-28.0567 42.3798 7.70853	-28.3299 46.0026 7.57533	-30.4088 55.4018 8.09141	-32.0479 60.1204 8.28338	-31.2005 51.9356 7.71717	-34.4459 52.9375 3.13333	-38.1676 42.3999 1.02459	-43.4848 43.8168 7.69312	-29.7117 52.1697 9.45112	-27.4371 54.5517 14.1095	-23.1761 45.1692 18.9211	-31.656 46.6817 18.1776	-33.5403 32.2053 7.47774	-36.4713 17.6631 5.91214	-35.1448 3.31912 2.60023	-30.0672 32.369 13.3397	-29.2696 17.4911 14.0672	-25.7011 3.37929 11.4979	
-31.5972 33.239 10.2046	-29.449 35.3629 8.93456	-28.5261 38.8072 8.22604	-28.0418 42.3747 7.72059	-28.3255 45.9956 7.5599	-30.4436 55.3907 7.98162	-32.1259 60.094 8.17462	-31.2188 51.9189 7.62545	-34.4354 52.8323 3.00299	-38.4162 42.3692 0.999164	-44.0589 43.3761 7.47185	-29.7496 52.1716 9.37345	-27.5049 54.6278 14.0078	-23.326 45.3623 19.1094	-31.707 47.2739 18.185	-33.5098 32.2151 7.39434	-36.3041 17.6483 5.8073	-35.1417 3.27337 2.56883	-30.1402 32.3483 13.3171	-29.3846 17.4728 14.1324	-25.6971 3.40262 11.5038	
-31.6075 33.2352 10.149	-29.4323 35.3624 8.93139	-28.5026 38.8074 8.2349	-28.0211 42.3755 7.73147	-28.3238 45.9937 7.54571	-30.499 55.3793 7.87997	-32.2027 60.0749 8.07149	-31.2508 51.9007 7.53936	-34.4715 52.7328 2.90438	-38.5577 42.3122 0.891339	-44.2645 43.0855 7.33996	-29.802 52.1738 9.30131	-27.5815 54.687 13.9166	-23.4277 45.5787 19.3131	-31.769 47.5718 18.218	-33.469 32.2306 7.29776	-36.1715 17.647 5.70694	-35.1487 3.24795 2.52909	-30.2104 32.3245 13.2831	-29.5113 17.4523 14.2019	-25.6904 3.42948 11.511	
-31.6037 33.2251 10.095	-29.4053 35.3584 8.93067	-28.475 38.8061 8.24886	-28.0018 42.3755 7.74681	-28.3307 45.9902 7.53865	-30.5744 55.3619 7.8009	-32.2854 60.0551 7.98832	-31.2989 51.8762 7.47445	-34.5367 52.6673 2.84419	-38.5778 42.2545 0.703535	-44.1301 42.9767 7.29142	-29.8664 52.1696 9.24638	-27.6792 54.7459 13.8428	-23.4557 45.8216 19.4872	-31.813 47.6537 18.2429	-33.4181 32.2452 7.20509	-36.0834 17.6536 5.62501	-35.1574 3.23608 2.50158	-30.2609 32.2882 13.245	-29.6751 17.421 14.313	-25.6811 3.46576 11.5243	
-31.5976 33.2104 10.0381	-29.3807 35.3486 8.91896	-28.4498 38.7998 8.25573	-27.9822 42.3709 7.7601	-28.3344 45.9825 7.53778	-30.6408 55.3401 7.75658	-32.3633 60.0295 7.93328	-31.3406 51.8488 7.43701	-34.5728 52.6325 2.80163	-38.4866 42.1932 0.556425	-43.8199 42.9716 7.31651	-29.9206 52.1572 9.21649	-27.7997 54.79 13.812	-23.4177 46.0431 19.611	-31.8095 47.6023 18.2343	-33.3801 32.2607 7.11838	-36.0211 17.6635 5.54894	-35.1617 3.22787 2.49098	-30.2943 32.2422 13.1953	-29.8692 17.3845 14.4541	-25.6661 3.51366 11.5535	
-31.6018 33.2016 9.98368	-29.3685 35.337 8.8921	-28.4283 38.7895 8.2488	-27.9543 42.3618 7.76802	-28.3188 45.9721 7.54514	-30.6711 55.3186 7.75269	-32.4226 59.998 7.90738	-31.352 51.8241 7.42619	-34.5365 52.6063 2.75758	-38.3258 42.1275 0.483185	-43.4841 42.969 7.37041	-29.9463 52.1382 9.21593	-27.919 54.7995 13.8371	-23.3408 46.1942 19.6961	-31.752 47.5099 18.1894	-33.3722 32.2811 7.04737	-35.9657 17.6752 5.47898	-35.1633 3.22356 2.48169	-30.3209 32.2049 13.1412	-30.055 17.3604 14.5852	-25.6205 3.57669 11.6148	
-31.6181 33.1938 9.93155	-29.3689 35.3202 8.85525	-28.4107 38.7715 8.23253	-27.917 42.3441 7.7752	-28.2793 45.9557 7.56833	-30.6525 55.2963 7.79849	-32.4494 59.9594 7.91918	-31.3232 51.8021 7.44904	-34.436 52.5707 2.73017	-38.1175 42.0488 0.477098	-43.1867 42.9229 7.42609	-29.9348 52.1104 9.25325	-28.0021 54.7781 13.9112	-23.2505 46.2554 19.7529	-31.6615 47.4198 18.1253	-33.3894 32.3006 6.9873	-35.907 17.6813 5.42046	-35.1609 3.21541 2.47773	-30.3495 32.172 13.086	-30.1835 17.3403 14.6706	-25.5289 3.62713 11.7105	
-31.6334 33.1881 9.89604	-29.3674 35.3013 8.82911	-28.3851 38.7492 8.2254	-27.8635 42.3211 7.79395	-28.2135 45.9352 7.61248	-30.5866 55.2748 7.88519	-32.4444 59.9149 7.96507	-31.2548 51.7833 7.5049	-34.3024 52.5281 2.73986	-37.8544 41.9573 0.508372	-42.9362 42.8288 7.44852	-29.8837 52.0786 9.32444	-28.0182 54.7331 14.0172	-23.1757 46.2317 19.8151	-31.567 47.3519 18.0598	-33.4047 32.3135 6.94617	-35.8478 17.6819 5.37652	-35.1534 3.2045 2.47824	-30.3784 32.1506 13.0508	-30.2125 17.3249 14.6898	-25.4081 3.64618 11.8104	
-31.6423 33.1805 9.87299	-29.3593 35.2811 8.8174	-28.3523 38.7251 8.23286	-27.8022 42.2957 7.82574	-28.1343 45.9128 7.67285	-30.4914 55.2546 7.99961	-32.4115 59.8698 8.04393	-31.1635 51.7675 7.58786	-34.1596 52.4956 2.78768	-37.5463 41.8716 0.55138	-42.7044 42.7144 7.43858	-29.805 52.0462 9.4195	-27.9719 54.6775 14.138	-23.1146 46.1478 19.8816	-31.4782 47.2883 18.0107	-33.4041 32.3163 6.9144	-35.8041 17.6783 5.33844	-35.1429 3.19129 2.48036	-30.4085 32.1356 13.0336	-30.1597 17.3066 14.6321	-25.2892 3.62665 11.8723	
-31.6366 33.1676 9.85729	-29.3375 35.2595 8.81952	-28.3052 38.6994 8.25519	-27.7245 42.2673 7.86806	-28.0386 45.8871 7.74218	-30.3779 55.2312 8.12607	-32.3573 59.8214 8.15208	-31.0549 51.7487 7.68416	-34.0076 52.4768 2.85719	-37.2291 41.8088 0.587084	-42.467 42.5964 7.42032	-29.7064 52.0107 9.52557	-27.8956 54.6122 14.2691	-23.0522 46.0203 19.9314	-31.3928 47.2086 17.9892	-33.3783 32.3097 6.88503	-35.8078 17.676 5.31396	-35.1321 3.18634 2.47291	-30.4315 32.1183 13.0276	-30.0615 17.2809 14.5206	-25.2223 3.56938 11.8644	
-31.6267 33.1525 9.84584	-29.3126 35.2366 8.82596	-28.2531 38.6715 8.28183	-27.6393 42.2357 7.91184	-27.9363 45.8577 7.81176	-30.2589 55.2033 8.25708	-32.2894 59.7711 8.28488	-30.9407 51.7257 7.78468	-33.8497 52.468 2.93338	-36.9303 41.771 0.604597	-42.2114 42.4927 7.41187	-29.6007 51.9706 9.63467	-27.8153 54.5303 14.4105	-22.9807 45.8656 19.9682	-31.305 47.1056 17.9889	-33.3468 32.2987 6.85981	-35.8702 17.6785 5.31089	-35.1222 3.19442 2.45972	-30.451 32.101 13.0264	-29.956 17.2549 14.3927	-25.2094 3.49611 11.8154	
-31.6044 33.1349 9.83316	-29.2794 35.2127 8.82518	-28.1929 38.6425 8.30229	-27.5468 42.2028 7.95047	-27.8292 45.8266 7.87793	-30.1408 55.1714 8.39214	-32.2166 59.7187 8.43499	-30.825 51.699 7.88607	-33.693 52.4666 3.01433	-36.6605 41.7555 0.604976	-41.9445 42.4098 7.41682	-29.4944 51.9259 9.74507	-27.735 54.4336 14.558	-22.9016 45.6918 19.9947	-31.2151 46.9806 18.0016	-33.3055 32.2786 6.83705	-35.9832 17.6812 5.33342	-35.1175 3.20894 2.45522	-30.4525 32.0873 13.0237	-29.8968 17.2342 14.2848	-25.2257 3.4383 11.7681	
-31.5635 33.1117 9.80812	-29.2321 35.186 8.80774	-28.1231 38.6117 8.30595	-27.4488 42.1686 7.97327	-27.7201 45.7938 7.93392	-30.0279 55.1343 8.53483	-32.1433 59.6631 8.59777	-30.7122 51.6679 7.99008	-33.5501 52.4735 3.10689	-36.4174 41.7589 0.593945	-41.6772 42.3367 7.43132	-29.3893 51.8746 9.8569	-27.6524 54.3324 14.7036	-22.7967 45.5149 19.9964	-31.1103 46.8238 18.0165	-33.2504 32.2508 6.80523	-36.1384 17.6858 5.37794	-35.1194 3.23137 2.46088	-30.4282 32.0695 13.0064	-29.912 17.2117 14.2301	-25.2423 3.40958 11.7456	
-31.5109 33.0805 9.76386	-29.1747 35.1519 8.76871	-28.0505 38.5755 8.28662	-27.3564 42.1304 7.97369	-27.6193 45.7564 7.97327	-29.9241 55.0902 8.68043	-32.0698 59.6043 8.76966	-30.6089 51.6308 8.09342	-33.4333 52.4926 3.21202	-36.2023 41.7816 0.57678	-41.4133 42.2763 7.45794	-29.2894 51.8148 9.965	-27.565 54.2214 14.8418	-22.6782 45.342 20.0006	-30.9924 46.6509 18.0232	-33.1857 32.2139 6.75591	-36.3108 17.6884 5.42943	-35.1227 3.25514 2.47187	-30.389 32.0445 12.9688	-29.9812 17.1862 14.2261	-25.2515 3.40405 11.744	
-31.4609 33.0433 9.70139	-29.1157 35.1079 8.71346	-27.9794 38.5301 8.25041	-27.272 42.0841 7.95737	-27.5283 45.7104 7.99858	-29.8281 55.0358 8.823	-31.9967 59.538 8.9488	-30.515 51.5842 8.19347	-33.3406 52.5126 3.32497	-36.0101 41.811 0.552131	-41.1663 42.2108 7.48057	-29.1942 51.7444 10.0664	-27.4785 54.1004 14.9709	-22.5501 45.1694 19.9995	-30.8662 46.4636 18.0206	-33.1231 32.1743 6.68709	-36.4734 17.6892 5.47325	-35.1276 3.27571 2.48667	-30.3567 32.0113 12.9138	-30.0665 17.157 14.2485	-25.2517 3.40717 11.7506	
-31.417 32.9997 9.63129	-29.0577 35.0535 8.65419	-27.9103 38.4745 8.20975	-27.1933 42.0281 7.93609	-27.4451 45.654 8.01676	-29.742 54.9694 8.95529	-31.9286 59.4613 9.12969	-30.4306 51.5256 8.28648	-33.2647 52.52 3.43602	-35.8476 41.8334 0.526552	-40.947 42.1323 7.50198	-29.1063 51.6635 10.1587	-27.3944 53.9671 15.0893	-22.4192 44.986 19.9807	-30.7386 46.2619 18.0039	-33.0637 32.1315 6.60831	-36.611 17.6852 5.49639	-35.1277 3.2887 2.49325	-30.3366 31.9695 12.8524	-30.124 17.1226 14.2809	-25.2508 3.39938 11.7504	
-31.3844 32.9551 9.56494	-29.0082 34.994 8.59806	-27.8507 38.4138 8.17086	-27.128 41.9677 7.91584	-27.3763 45.5928 8.03267	-29.6679 54.8984 9.07561	-31.8653 59.3824 9.30573	-30.3589 51.4623 8.37045	-33.2026 52.5181 3.53858	-35.7116 41.8492 0.502272	-40.7657 42.0485 7.5141	-29.0318 51.5793 10.2421	-27.3154 53.8291 15.196	-22.2916 44.7911 19.9303	-30.6185 46.0512 17.9747	-33.0178 32.09 6.53383	-36.7295 17.6798 5.49221	-35.1246 3.29754 2.4834	-30.329 31.9251 12.7944	-30.1423 17.0867 14.3118	-25.2425 3.38062 11.7402	
-31.355 32.9086 9.51079	-28.9651 34.933 8.54681	-27.7997 38.3517 8.13273	-27.0739 41.9059 7.89287	-27.3199 45.53 8.04291	-29.607 54.8249 9.18622	-31.8086 59.3035 9.47476	-30.3 51.3966 8.44582	-33.1565 52.5084 3.6341	-35.6099 41.8587 0.487028	-40.6286 41.9643 7.52626	-28.9707 51.4936 10.317	-27.2439 53.6847 15.2935	-22.1691 44.5826 19.8474	-30.5084 45.8311 17.9377	-32.9824 32.044 6.47633	-36.8454 17.6709 5.47313	-35.1172 3.30409 2.45859	-30.3158 31.8817 12.7464	-30.1322 17.0502 14.3312	-25.2201 3.35406 11.7304	
